ENTITY_NAME,TICKER,INDUSTRY,SECTOR,PRIMARY_INDUSTRY,MARKETCAP,TEV,TOTAL_REV_LTM,TOTAL_REV_FY2024,TOTAL_REV_FY2023,TOTAL_REV_FY2022,TOTAL_REV_FY2021,EBITDA_LTM,EBITDA_FY2024,EBITDA_FY2023,EBITDA_FY2022,EBITDA_FY2021,EBIT_LTM,EBIT_FY2024,EBIT_FY2023,EBIT_FY2022,EBIT_FY2021,INTEREST_EXPENSE_LTM,INTEREST_EXPENSE_FY2024,INTEREST_EXPENSE_FY2023,INTEREST_EXPENSE_FY2022,INTEREST_EXPENSE_FY2021,NET_INCOME_LTM,NET_INCOME_FY2024,NET_INCOME_FY2023,NET_INCOME_FY2022,NET_INCOME_FY2021,CASH_EQUIV_LTM,CASH_EQUIV_FY2024,CASH_EQUIV_FY2023,CASH_EQUIV_FY2022,CASH_EQUIV_FY2021,TOTAL_ASSETS_LTM,TOTAL_ASSETS_FY2024,TOTAL_ASSETS_FY2023,TOTAL_ASSETS_FY2022,TOTAL_ASSETS_FY2021,TOTAL_DEBT_LTM,TOTAL_DEBT_FY2024,TOTAL_DEBT_FY2023,TOTAL_DEBT_FY2022,TOTAL_DEBT_FY2021,TOTAL_EQUITY_LTM,TOTAL_EQUITY_FY2024,TOTAL_EQUITY_FY2023,TOTAL_EQUITY_FY2022,TOTAL_EQUITY_FY2021,TOTAL_REV_1YR_ANN_GROWTH_LTM,TOTAL_REV_1YR_ANN_GROWTH_FY2024,TOTAL_REV_1YR_ANN_GROWTH_FY2023,TOTAL_REV_1YR_ANN_GROWTH_FY2022,TOTAL_REV_1YR_ANN_GROWTH_FY2021,GROSS_MARGIN_LTM,GROSS_MARGIN_FY2024,GROSS_MARGIN_FY2023,GROSS_MARGIN_FY2022,GROSS_MARGIN_FY2021,EBITDA_MARGIN_LTM,EBITDA_MARGIN_FY2024,EBITDA_MARGIN_FY2023,EBITDA_MARGIN_FY2022,EBITDA_MARGIN_FY2021,EBIT_MARGIN_LTM,EBIT_MARGIN_FY2024,EBIT_MARGIN_FY2023,EBIT_MARGIN_FY2022,EBIT_MARGIN_FY2021,NET_MARGIN_LTM,NET_MARGIN_FY2024,NET_MARGIN_FY2023,NET_MARGIN_FY2022,NET_MARGIN_FY2021,DEBT_TO_EQUITY_LTM,DEBT_TO_EQUITY_FY2024,DEBT_TO_EQUITY_FY2023,DEBT_TO_EQUITY_FY2022,DEBT_TO_EQUITY_FY2021,DEBT_TO_EBITDA_LTM,DEBT_TO_EBITDA_FY2024,DEBT_TO_EBITDA_FY2023,DEBT_TO_EBITDA_FY2022,DEBT_TO_EBITDA_FY2021,ROA_LTM,ROA_FY2024,ROA_FY2023,ROA_FY2022,ROA_FY2021,ROC_LTM,ROC_FY2024,ROC_FY2023,ROC_FY2022,ROC_FY2021,ROE_LTM,ROE_FY2024,ROE_FY2023,ROE_FY2022,ROE_FY2021,LFCF_MARGIN_LTM,LFCF_MARGIN_FY2024,LFCF_MARGIN_FY2023,LFCF_MARGIN_FY2022,LFCF_MARGIN_FY2021,UFCF_MARGIN_LTM,UFCF_MARGIN_FY2024,UFCF_MARGIN_FY2023,UFCF_MARGIN_FY2022,UFCF_MARGIN_FY2021,CURRENT_RATIO_LTM,CURRENT_RATIO_FY2024,CURRENT_RATIO_FY2023,CURRENT_RATIO_FY2022,CURRENT_RATIO_FY2021,UNLEVERED_FCF_LTM,UNLEVERED_FCF_FY2024,UNLEVERED_FCF_FY2023,UNLEVERED_FCF_FY2022,UNLEVERED_FCF_FY2021,LEVERED_FCF_LTM,LEVERED_FCF_FY2024,LEVERED_FCF_FY2023,LEVERED_FCF_FY2022,LEVERED_FCF_FY2021,EV/REVENUE_LTM,EV/EBITDA_LTM,EV/EBIT_LTM,EV/UFCF_LTM,EV/REVENUE_FY2024,EV/EBITDA_FY2024,EV/EBIT_FY2024,EV/UFCF_FY2024,EV/REVENUE_FY2023,EV/EBITDA_FY2023,EV/EBIT_FY2023,EV/UFCF_FY2023,EV/REVENUE_FY2022,EV/EBITDA_FY2022,EV/EBIT_FY2022,EV/UFCF_FY2022,EV/REVENUE_FY2021,EV/EBITDA_FY2021,EV/EBIT_FY2021,EV/UFCF_FY2021,PE_LTM,PE_FY2024,PE_FY2023,PE_FY2022,PE_FY2021,PBV_LTM,PBV_FY2024,PBV_FY2023,PBV_FY2022,PBV_FY2021,EV/REVENUE_FWD_2025,EV/REVENUE_FWD_2026,EV/REVENUE_FWD_2027,EV/EBITDA_FWD_2025,EV/EBITDA_FWD_2026,EV/EBITDA_FWD_2027,EV/EBIT_FWD_2025,EV/EBIT_FWD_2026,EV/EBIT_FWD_2027,PE_FWD_2025,PE_FWD_2026,PE_FWD_2027,PBV_FWD_2025,PBV_FWD_2026,PBV_FWD_2027,PRICE_CLOSE_2025,PRICE_CLOSE_2024,PRICE_CLOSE_2023,PRICE_CLOSE_2022,PRICE_CLOSE_2021,FLOAT_SHARES_PERCENT,SHARES_OUT_2025,SHARES_OUT_2024,SHARES_OUT_2023,SHARES_OUT_2022,SHARES_OUT_2021,BETA_3YR_COUNTRY,BETA_3YR_INDUSTRY,BETA_RSQUARED_3YR_COUNTRY,BETA_RSQUARED_3YR_INDUSTRY,COMMON_DIV_DECLARED_LTM,COMMON_DIV_DECLARED_FY2024,COMMON_DIV_DECLARED_FY2023,COMMON_DIV_DECLARED_FY2022,COMMON_DIV_DECLARED_FY2021,PAYOUT_RATIO_LTM,PAYOUT_RATIO_FY2024,PAYOUT_RATIO_FY2023,PAYOUT_RATIO_FY2022,PAYOUT_RATIO_FY2021
Renda de Escritorios Fundo de Investimento Imobiliario - Cotas Fundo (BOVESPA:NEWU11),NEWU11,Office REITs,Real Estate,Office REITs,71.97,NA,"10,106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,713",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13,879",NA,NA,NA,NA,38,NA,NA,NA,NA,"66,607",NA,NA,NA,NA,0,NA,NA,NA,NA,"65,861",NA,NA,NA,NA,78.46,NA,NA,NA,NA,82.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.64,NA,NA,NA,NA,137.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,NA,NA,NA,NA,4.63,NA,NA,NA,NA,21.8,NA,NA,NA,NA,34.08,NA,NA,NA,NA,34.08,NA,NA,NA,NA,0.51,NA,NA,NA,NA,"3,444",NA,NA,NA,NA,"3,444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,86.66,79,40.28,32,NA,"742,000","742,000","742,000","742,000","742,000",-0.1,0.04,0,0,NA,NA,NA,NA,NA,68.29,NA,NA,NA,NA
Renova Energia S.A. (BOVESPA:RNEW3),RNEW3,Independent Power and Renewable Electricity Producers,Utilities,Renewable Electricity,411.23,"1,083.10","394,637","259,226","227,838","206,403","93,812","-14,768","1,913","293,910","20,577","-163,455","-119,742","-99,088","195,825","-23,725","-164,317","142,949","140,889","140,963","218,104","220,594","-126,756","-117,069","-9,238","777,120","30,687","47,410","144,216","17,600","63,773","354,110","3,026,411","3,061,346","3,076,138","2,814,419","2,280,703","759,244","1,169,162","1,099,684","1,027,313","1,210,942","1,292,895","815,951","933,020","910,962","-655,320",91.09,13.78,10.39,120.02,33.07,24.79,46.2,45.51,49.53,13.92,-3.74,0.74,129,9.97,-174.24,-30.34,-38.23,85.95,-11.5,-175.16,-32.12,-45.16,-4.06,376.51,32.71,58.72,143.29,117.86,112.77,NM,NM,191.45,3.68,34.41,NM,-2.5,-2.02,4.16,-0.58,-4.49,-3.66,-3.08,6.16,-1.19,-22.21,-11.64,-13.39,-1,607.98,-3.48,-18.32,-18.32,7.22,-93.36,250.8,15.65,15.65,45.88,-27.32,NM,0.8,0.8,0.32,0.34,1.01,"-27,353","40,556","104,541","-56,381","373,148","-116,696","-47,500","16,439","-192,696","235,277",2.74,NM,NM,NM,4.18,177.35,NM,26.71,4.18,177.35,NM,26.71,14.8,177.35,NM,26.71,4.18,177.35,NM,26.71,NM,NM,0.08,1.54,1.55,0.32,0.26,0.32,NM,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.92,2.42,3.8,5,7.5,"372,183,910","124,741,977","124,741,977","122,073,872","54,740,024",0.55,0.76,0.03,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revee S.A. (BOVESPA:RVEE3),RVEE3,"Hotels, Restaurants and Leisure",Consumer Discretionary,Leisure Facilities,93.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,NA,NA,NA,NA,"10,171,150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Alto Energias Renováveis S.A. (BOVESPA:RIOS3),RIOS3,Independent Power and Renewable Electricity Producers,Utilities,Renewable Electricity,NA,NA,"234,067","195,994","127,637","70,022","2,554","19,515","1,439","21,143","-20,055",NA,"-37,636","-51,003","-6,763","-29,675","-31,934","215,977","195,273","90,626","43,038","1,965","-438,300","-450,264","-137,206","-87,700","-43,209","15,188","6,117","2,148","404,790","193,350","1,938,998","1,966,733","1,979,632","1,645,967","768,323","2,141,582","2,194,367","2,021,510","1,532,200","763,282","-828,302","-711,249","-260,985","-123,779","-36,079",84.27,53.56,82.28,NM,NM,9.26,-4.98,23.24,35.81,31.91,8.34,0.73,16.57,-28.64,NA,-16.08,-26.02,-5.3,-42.38,NM,-187.25,-229.73,-107.5,-125.25,NM,NM,NM,NM,NM,NM,111.27,NM,89.94,NM,NM,-1.18,-1.62,-0.23,-1.54,-4.26,-1.55,-1.97,-0.27,-1.74,-4.48,71.95,92.63,71.32,109.72,233.89,19.95,19.95,NM,NM,NM,80.06,80.06,NM,NM,NM,0.02,0.02,0.02,0.52,1.64,"183,569","156,910","-629,593","-432,434","-283,716","50,344","39,107","-682,817","-456,255","-284,944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965,2.965,4.194,3.211,NA,62.1,102.6,22.46,51.96,NM
Rio Paranapanema Energia S.A. (BOVESPA:GEPA3),GEPA3,Electric Utilities,Utilities,Electric Utilities,"3,367.81","3,435.40","1,250,585","1,204,173","1,391,868","1,368,936","1,346,811","871,701","822,960","810,870","779,527","445,822","608,908","559,509","547,990","504,844","164,825","66,347","66,347","90,853","110,409","82,109","455,113","431,271","341,617","243,225","-8,800","588,738","460,137","428,060","220,928","185,014","3,558,826","3,547,850","3,689,053","3,716,951","3,964,955","656,372","768,608","755,938","979,230","1,293,195","1,756,413","1,594,524","1,822,144","1,871,612","1,907,664",-3.09,-13.49,1.68,1.64,-7.19,59.97,58.04,60.01,59.17,33.84,69.7,68.34,58.26,56.94,33.1,48.69,46.46,39.37,36.88,12.24,36.39,35.82,24.54,17.77,-0.65,37.37,48.2,41.49,52.32,67.79,0.75,0.93,0.93,1.26,2.9,11.23,9.66,9.25,8.22,2.13,15.78,14.15,12.62,10.43,3.33,24.49,25.25,18.5,12.87,-0.46,58.79,58.79,50.91,47.05,-76.33,62.23,62.23,54.99,52.09,-72.52,0.53,0.53,0.52,0.42,0.42,"932,768","749,372","765,410","713,078","-976,655","891,415","707,905","708,627","644,072","-1,027,974",2.75,3.94,5.64,3.68,2.85,4.17,6.14,4.58,2.85,4.17,6.14,4.58,2.39,4.17,6.14,4.58,2.85,4.17,6.14,4.58,7.47,7.46,10.57,NM,4.31,1.93,1.2,1.37,1.23,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.99,27,27.24,24.75,32,3.81,"94,433,283","94,433,283","94,433,283","94,433,283","94,433,283",-0.06,0.31,0,0.03,NA,NA,NA,0.144,0.057,NA,NA,NM,11.21,4.97
RNI Negócios Imobiliários S.A. (BOVESPA:RDNI3),RDNI3,Household Durables,Consumer Discretionary,Homebuilding,94.96,616.3,"421,628","541,312","400,798","667,091","473,400","-78,640","-49,711","-78,579","45,887","20,194","-84,473","-56,403","-83,344","41,483","15,931","46,685","39,663","81,819","74,569","25,431","-135,277","-136,661","-194,992","31,688","14,887","52,035","41,626","87,294","70,556","57,450","1,334,680","1,613,887","1,924,679","2,211,773","1,936,890","549,856","584,532","644,967","652,461","532,652","218,139","291,470","461,153","661,198","638,124",5.72,35.06,-39.92,40.92,49.45,16.57,15.49,10.43,24.84,24.9,-18.65,-9.18,-19.61,6.88,4.27,-20.04,-10.42,-20.8,6.22,3.37,-33.03,-26.21,-48.34,3.2,1.79,252.07,200.55,139.86,98.68,83.47,NM,NM,NM,14.22,26.38,-3.47,-1.99,-2.52,1.25,0.57,-6.22,-3.56,-4.31,2.09,0.89,-47.4,-36.32,-34.75,4.88,2.36,10.61,10.61,-44.53,13.01,-32.32,15.19,15.19,-31.77,20,-28.96,1.62,1.62,1.84,1.54,2.03,"-16,720","82,235","-127,350","133,389","-137,113","-45,898","57,446","-178,487","86,783","-153,008",1.46,NM,NM,NM,1.14,NM,NM,7.49,1.14,NM,NM,7.49,1.82,NM,NM,7.49,1.14,NM,NM,7.49,NM,NM,9.45,33.73,293.14,0.49,0.2,0.32,0.46,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2.1,4.78,6.78,10.26,26.56,"42,203,051","42,203,051","42,203,051","42,203,051","42,203,051",0.36,0.81,0.02,0.09,0.814,0.804,0.775,0.761,0.612,94.19,50.96,60.28,32.64,63.99
Romi S.A. (BOVESPA:ROMI3),ROMI3,Machinery,Industrials,Industrial Machinery and Supplies and Components,733.25,"1,263.10","1,305,488","1,220,011","1,227,247","1,592,302","1,383,499","122,517","142,691","168,546","293,563","249,646","59,051","83,815","114,165","244,322","209,297","18,196","16,604","17,033","18,675","10,950","92,427","114,964","164,587","216,096","204,148","195,239","262,220","282,418","131,999","99,911","2,509,206","2,546,623","2,282,042","2,244,933","1,954,520","774,712","855,484","785,181","721,014","582,165","1,222,885","1,229,013","1,171,343","1,095,398","964,961",12.24,-0.59,-22.93,15.09,42.17,27.85,29.12,29.95,31.96,32.29,9.39,11.7,13.73,18.44,18.05,4.52,6.87,9.3,15.34,15.13,7,9.34,13.37,13.5,14.73,63.35,69.61,67.03,65.82,60.33,6.32,6,4.66,2.46,2.33,1.51,2.17,3.15,7.27,7.07,1.88,2.59,3.78,9.08,9.03,7.64,9.58,14.52,20.98,22.94,-4.26,-4.26,-5.12,-3.88,-12.02,-3.41,-3.41,-4.25,-3.15,-11.53,2.07,2.07,2.23,2.32,2.02,"-92,302","-41,624","-52,176","-50,072","-159,483","-103,675","-52,001","-62,822","-61,744","-166,327",0.97,10.31,21.39,NM,1.04,8.85,15.07,NM,1.04,8.85,15.07,NM,1.16,8.85,15.07,NM,1.04,8.85,15.07,NM,8.02,4.72,5.51,5.61,6.59,0.6,0.66,1.08,1.19,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,8.32,12.72,12.27,13.95,53.55,"93,170,747","93,170,747","93,170,840","93,170,840","93,170,841",0.91,0.72,0.19,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rossi Residencial S.A. (BOVESPA:RSID3),RSID3,Household Durables,Consumer Discretionary,Homebuilding,33.45,384.1,"84,333",NA,"9,917","-37,403","59,416","-219,470",NA,"-268,008","-82,298","-257,634","-219,622",NA,"-268,934","-83,638","-262,943","124,195",NA,"64,647","68,420",NA,"277,004",NA,"254,703","-442,044","-188,871","2,125",NA,"1,842","3,143","7,510","503,144",NA,"542,480","673,696","1,239,788","379,602",NA,"308,144","591,273","602,950","-973,071",NA,"-853,760","-1,108,463","-724,691",NM,NA,NM,NM,-43.26,-15.77,NA,NM,97.15,-23.02,-260.24,NA,NM,220.03,NM,-260.42,NA,NM,223.61,NM,327.6,NA,"2,582.30","1,140.30",NM,NM,NA,NM,NM,NM,NM,NA,NM,NM,NM,-24.31,NA,-27.64,-5.46,-11.44,22.66,NA,31.63,16.36,-158.61,-24.92,NA,-25.96,48.23,29.55,NM,NA,NM,NM,-66.83,NM,NA,NM,241.47,-66.83,0.39,NA,0.39,0.26,0.29,"-441,572",NA,"-439,653","-90,317","-39,705","-519,194",NA,"-480,057","-133,079","-39,705",4.55,NM,NM,NM,38.73,NM,NM,NM,38.73,NM,NM,NM,10.95,NM,NM,NM,38.73,NM,NM,NM,0.11,0.18,NM,NM,8.6,NM,NM,NM,NM,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,2.46,4,2.6,9.4,56.76,"20,027,123","19,754,919","19,754,919","19,754,919","16,908,256",0.72,0.69,0.05,0.05,0.81,0.81,0.092,0.066,0.019,233.41,NM,17.37,7.64,4.71
Rumo S.A. (BOVESPA:RAIL3),RAIL3,Ground Transportation,Industrials,Rail Transportation,"29,132.56","49,522.00","13,893,779","13,936,389","10,937,716","9,841,508","7,439,632","7,207,650","7,456,726","5,299,086","4,380,883","3,092,840","5,567,761","5,562,642","3,534,621","2,767,575","1,575,774","2,529,513","2,361,700","2,769,417","2,021,115","1,995,084","661,096","-949,242","721,917","514,021","155,741","6,091,529","7,461,618","7,233,993","7,385,421","9,448,193","50,595,277","50,593,023","49,238,436","45,951,745","48,174,554","27,253,602","25,073,612","23,843,479","21,425,043","24,862,377","13,611,120","14,935,155","15,871,055","15,410,450","15,018,563",11.05,27.42,11.14,32.29,6.8,46.24,45.94,37.48,31.97,28.06,51.88,53.51,48.45,44.51,41.57,40.07,39.92,32.32,28.12,21.18,4.64,-6.88,6.58,5.23,2.02,200.23,167.88,150.23,139.03,165.54,3.58,3.18,4.17,4.61,7.23,6.97,6.97,4.64,3.68,2.09,8.66,8.72,5.77,4.51,2.53,4.7,-6.16,4.62,3.38,1.03,-5.96,-5.96,-10.22,1.78,-20.4,4.63,4.63,5.6,14.61,-3.64,1.63,1.63,1.87,1.71,2.79,"-1,056,759","645,724","612,802","1,438,177","-270,399","-2,637,705","-830,338","-1,118,084","174,981","-1,517,327",3.57,6.47,8.83,NM,3.56,6.27,8.87,76.83,3.56,6.27,8.87,76.83,6.37,6.27,8.87,76.83,3.56,6.27,8.87,76.83,45.23,46.01,83.03,222.84,100,2.17,2.11,2.8,2.26,2.2,3.5,3.25,3.12,6.08,5.65,5.28,9,8.15,7.55,15.9,12.1,9.9,2,1.8,1.6,15.74,17.85,23,18.05,17.8,60.72,"1,850,861,228","1,850,667,346","1,853,958,470","1,852,355,735","1,853,282,576",1.06,1.01,0.34,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sansuy S.A. (BOVESPA:SNSY5),SNSY5,Chemicals,Materials,Commodity Chemicals,48.02,287.1,"976,266","944,820","886,754","833,187","744,692","130,164","309,059","74,447","-35,236","10,932","117,611","295,804","63,551","-53,419","-6,577","316,526","320,877","206,602","288,537","114,788","-192,656","-21,253","-137,582","-332,609","-114,498","20,225","21,893","7,486","7,172","10,589","570,899","551,164","504,147","449,836","449,897","277,066","244,341","196,304","170,850","158,246","-2,122,822","-1,985,197","-1,963,944","-1,826,362","-1,493,753",8.2,6.55,6.43,11.88,45.61,22.85,26.37,26.28,18.59,18.71,13.33,32.71,8.4,-4.23,1.47,12.05,31.31,7.17,-6.41,-0.88,-19.45,-2.42,-15.35,-39.84,-15.14,NM,NM,NM,NM,NM,2.06,0.78,2.5,NM,14.48,13.45,35.04,8.33,-7.42,-0.97,-4.12,-10.54,-2.32,2.23,0.32,9.51,1.08,7.26,20.04,7.97,-2.64,-2.64,-18.5,-27.73,-21.64,18.59,18.59,-3.94,-6.08,-12.01,0.92,0.92,1.01,0.9,0.83,"80,849","175,593","-34,907","-50,680","-89,415","-116,980","-24,956","-164,033","-231,016","-161,157",0.29,2.14,2.44,3.55,0.3,0.92,0.97,1.64,0.3,0.92,0.97,1.64,0.23,0.92,0.97,1.64,0.3,0.92,0.97,1.64,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,3.87,3.79,3.31,5.05,34.47,"7,716,400","7,716,400","7,716,400","7,716,400","7,716,400",0.15,0.23,0,0.01,0.854,0.854,0.555,0.429,0.299,78.31,90.06,61.65,152.68,40.86
Santos Brasil Participações S.A. (BOVESPA:STBP3),STBP3,Transportation Infrastructure,Industrials,Marine Ports and Services,"12,461.34","16,161.80","3,319,557","2,903,016","2,134,925","1,931,841","1,534,229","1,563,696","1,335,886","893,825","662,257","568,919","1,479,094","1,201,874","779,457","568,416","401,505","310,007","214,442","150,472","139,050","126,473","814,288","741,966","504,304","429,450","256,406","571,787","730,094","367,481","614,631","823,340","5,519,521","5,541,642","4,707,845","4,348,678","4,271,065","4,272,284","4,302,474","1,962,789","1,823,363","1,559,825","801,593","661,359","2,217,018","2,092,883","2,218,263",30.24,35.98,10.51,25.92,65.05,57.1,54.68,50.84,45.39,41.53,47.11,46.02,41.87,34.28,37.08,44.56,41.4,36.51,29.42,26.17,24.53,25.56,23.62,22.23,16.71,532.97,650.55,88.53,87.12,70.32,2.55,2.97,1.98,2.37,2.74,17.88,14.66,10.76,8.24,5.9,19.59,16.43,12.04,9.23,7.9,52.54,51.55,23.4,19.92,11.88,5.04,5.04,1.04,1.04,6.02,9.65,9.65,5.44,5.54,11.17,1.19,1.19,0.93,1.41,2.16,"437,530","280,233","116,133","106,947","171,408","243,775","146,207","22,088","20,041","92,362",4.87,9.64,10.93,36.94,5.57,11.16,13.45,57.67,5.57,11.16,13.45,57.67,4.42,11.16,13.45,57.67,5.57,11.16,13.45,57.67,15.28,22.58,19.31,25.48,NM,15.54,5.11,3.95,3.15,2.63,5,4.39,4.01,9.2,7.76,6.99,11.02,9.05,8.29,14.8,13.1,NA,18.7,20.4,160.2,14.42,13.12,9.56,8,6.4,0.92,"864,170,274","863,784,254","864,170,113","863,604,848","862,411,304",0.68,0.82,0.11,0.29,NA,NA,1.742,NA,0.144,NA,NA,NA,NA,NA
São Carlos Empreendimentos e Participações S.A. (BOVESPA:SCAR3),SCAR3,Real Estate Management and Development,Real Estate,Real Estate Operating Companies,"1,190.20","1,940.60","241,427","252,470","273,999","329,763","308,196","140,949","145,264","602,713","211,267","202,149","83,573","90,493","551,983","149,947","151,723","137,581","146,784","219,076","202,918","99,073","-47,879","-32,922","303,685","-82,926","30,380",862,"7,292","126,672","18,439","22,068","2,893,655","2,873,684","3,564,533","3,519,439","3,444,328","1,066,132","1,162,915","1,556,248","1,945,061","1,801,903","1,538,812","1,553,774","1,731,972","1,487,295","1,561,857",-64.75,-63.65,263.5,39.21,-19.11,42.35,36.03,49.42,60.63,81.77,40.8,33.17,43.96,54.85,71.58,26.56,22.4,40.34,38.93,53.35,68.54,57.57,21.8,-20.83,11,69.28,74.85,89.85,130.78,115.37,6.48,6.89,2.53,9.21,9.1,2.24,2.21,9.97,2.69,2.83,2.39,2.37,10.5,2.76,2.9,17.18,17.82,18.87,-5.44,1.95,24.66,24.66,1.11,-105.59,-4.19,24.66,24.66,10.89,-68.02,18.19,3.02,3.02,2.77,2.56,0.53,"325,880","125,492","152,456","-261,978","50,329","325,880","125,492","15,534","-406,681","-11,592",4.81,11.8,18.12,5.96,3.81,11.5,17.02,15.46,3.81,11.5,17.02,15.46,11.2,11.5,17.02,15.46,3.81,11.5,17.02,15.46,4.31,4.01,NM,30.41,25.31,0.78,0.7,1.06,0.65,1.39,11.07,9.83,NA,18.65,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,20.84,27.65,18,37.99,34.84,"57,221,187","57,340,678","57,108,628","56,933,298","56,567,308",0.38,0.24,0.02,0.02,NA,1.241,1.198,0.729,1.165,79.38,27.65,37,54.53,20.24
São Martinho S.A. (BOVESPA:SMTO3),SMTO3,Food Products,Consumer Staples,Packaged Foods and Meats,"5,651.54","11,489.10","7,375,486","6,891,738","6,627,566","5,719,953","4,305,083","3,396,148","4,148,424","3,673,175","3,312,947","2,677,423","1,450,191","2,334,620","2,071,516","1,989,868","1,545,138","797,952","666,365","628,591","340,641","194,266","513,240","1,476,279","1,015,744","1,480,868","927,124","190,344","204,560","273,408","114,903","288,350","21,912,196","20,371,449","18,823,785","17,359,145","12,417,856","8,627,792","7,285,712","9,907,563","9,137,193","4,604,001","6,934,315","6,862,371","5,912,363","5,318,425","3,986,589",2.54,3.99,15.87,32.87,16.55,23.13,24.31,30.75,42.31,36.1,46.05,60.19,55.42,57.92,62.19,19.66,33.88,31.26,34.79,35.89,6.96,21.42,15.33,25.89,21.54,124.42,106.17,167.57,171.8,115.49,2.18,1.56,2.36,2.52,1.57,4.16,7.45,7.16,8.35,7.87,5.57,9.74,8.55,10.79,11.19,7.65,23.11,18.09,31.83,25.29,-2.88,19.21,4.57,-14.27,9.88,3.85,25.26,10.5,-10.55,12.7,2.44,2.18,2.17,2.55,1.74,"363,901","1,740,531","695,995","-603,436","546,909","-134,819","1,324,052","303,125","-816,336","425,493",1.56,2.9,7.87,31.57,1.6,2.94,7.57,41.67,1.6,2.94,7.57,41.67,2.59,2.94,7.57,41.67,1.6,2.94,7.57,41.67,11.12,5.53,9.89,5.88,12.72,0.82,1.19,1.7,1.68,3.04,1.62,1.47,1.43,3.32,2.97,2.97,7.33,6.98,6.67,9,7.6,7.1,1,0.8,0.8,17.2,23.59,29,25.14,34.05,42.1,"328,577,791","332,435,391","346,375,066","356,375,066","354,011,329",1.11,1.07,0.24,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
